"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @AmericanAir: @sdboom99 We're always happy to share the skies with you!",FALSE,0,NA,2017-10-08 02:30:50,FALSE,NA,"916853363786108928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sdboom99",1,TRUE,FALSE,NA,NA
"2","If an @AmericanAir flight attendant is nice to you and kids it would be like the parting of the Red Sea. #theyreallyhatekids #flyalot",FALSE,0,NA,2017-10-08 02:30:05,FALSE,NA,"916853172869779456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robbybaehr",0,FALSE,FALSE,NA,NA
"3","Everyone wants to be on hold with @AmericanAir for 30 mins on a Saturday night? Right? Thought so! ‚òéÔ∏èÌ†ΩÌ∏™Ì†ΩÌ∏¥",FALSE,0,NA,2017-10-08 02:29:58,FALSE,NA,"916853145594101761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","miss_alk",0,FALSE,FALSE,NA,NA
"4","@AmericanAir Flight aa1828",FALSE,0,"verorb",2017-10-08 02:29:41,FALSE,"916851997764145152","916853074303516672","47261285","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","verorb",0,FALSE,FALSE,NA,NA
"5","I had to fly American Airlines today to get to my destination... 2 airplanes, both delayed. Little communication wi‚Ä¶ https://t.co/CouKBoguOR",FALSE,0,NA,2017-10-08 02:29:09,TRUE,NA,"916852939079274496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","verorb",0,FALSE,FALSE,NA,NA
"6","@twcau @bigmalx @RunwayGirl @SouthwestAir @AmericanAir @JillianMarisa @FlyinHP @SashasHandler That‚Äôs it. We‚Äôre gett‚Ä¶ https://t.co/Mi6eZWLcIp",FALSE,2,"twcau",2017-10-08 02:28:12,TRUE,"916851853941399553","916852698988908550","17439480","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","user47",0,FALSE,FALSE,NA,NA
"7","@AirlineReporter @AmericanAir Looks like there is no longer a full size bulkhead between F and Y. How are the table‚Ä¶ https://t.co/OkD210DEbM",FALSE,0,"AirlineReporter",2017-10-08 02:28:07,TRUE,"916795131365412869","916852679950819329","40113236","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brianvautour",0,FALSE,FALSE,NA,NA
"8","@AmericanAir ?",FALSE,0,"AmericanAir",2017-10-08 02:26:00,FALSE,"916423569000742912","916852144527028224","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","geockss",0,FALSE,FALSE,NA,NA
"9","@AmericanAir Friends. Shocked/surprised at absolutely zero engagement from you on any of our #fAAmilyDay / #737mAAx content today. Y‚Äôall ok?",FALSE,1,"AmericanAir",2017-10-08 02:25:35,FALSE,NA,"916852040407683072","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","user47",0,FALSE,FALSE,NA,NA
"10","@AmericanAir again another delay?? Same flight 2 weeks apart. Here I am in the same gate with an aircraft with a ma‚Ä¶ https://t.co/QqOPX9JwmK",FALSE,0,"AmericanAir",2017-10-08 02:25:25,TRUE,NA,"916851997764145152","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","verorb",0,FALSE,FALSE,NA,NA
"11","@bigmalx @user47 @RunwayGirl @SouthwestAir @AmericanAir @JillianMarisa @FlyinHP @SashasHandler This is total 1-up territory now Ì†ΩÌ∏Ç",FALSE,2,"bigmalx",2017-10-08 02:24:50,FALSE,"916849323496706048","916851853941399553","47891754","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","twcau",0,FALSE,FALSE,NA,NA
"12","Dear @BiscoffCookies, why are these cookies soooooo damn GOOD?!!! They ought to be against the law with coffee. Lol‚Ä¶ https://t.co/GSUGRjC7oQ",FALSE,0,NA,2017-10-08 02:21:26,TRUE,NA,"916850995661099009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sdboom99",0,FALSE,FALSE,NA,NA
"13","@AmericanAir Just did. Thanks from coach...",FALSE,0,"AmericanAir",2017-10-08 02:20:20,FALSE,"916839712870060033","916850721726791680","22536055","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","alisonlee100",0,FALSE,FALSE,NA,NA
"14","RT @AirlineReporter: Some are bummed the @AmericanAir 737s are going w/ BYOD IFE. We aren‚Äôt. It‚Äôs the future. Note tablet/phone holder in s‚Ä¶",FALSE,0,NA,2017-10-08 02:19:26,FALSE,NA,"916850491879018497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ernesta1959",15,TRUE,FALSE,NA,NA
"15","I'd like to retract my earlier statements about @AmericanAir . My travel issues were 90% my fault, if I'm honest. We're good now.",FALSE,0,NA,2017-10-08 02:18:30,FALSE,NA,"916850259787239424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sonnyminx",0,FALSE,FALSE,NA,NA
"16","@FlyinHP @bigmalx @user47 @twcau @SouthwestAir @AmericanAir @JillianMarisa @SashasHandler Oh my gosh, I love these photos!! How wonderful.",FALSE,3,"FlyinHP",2017-10-08 02:18:29,FALSE,"916849830911107072","916850253877469184","116394422","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RunwayGirl",0,FALSE,FALSE,NA,NA
"17","@peris_sergi @AmericanAir OneWorld does not have a gold tier.",FALSE,0,"peris_sergi",2017-10-08 02:17:47,FALSE,"916601744834080768","916850076487647234","2159546022","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FakeAmericanAir",0,FALSE,FALSE,NA,NA
"18","@DavidJDawg @AmericanAir @Barclaycard Nobody cares you‚Äôre a gold David. Nobody.",FALSE,0,"DavidJDawg",2017-10-08 02:17:08,FALSE,"916820379670339584","916849914990288897","909222650","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FakeAmericanAir",0,FALSE,FALSE,NA,NA
"19","Big thanks to @AmericanAir #Baggage Service at ORD who found my bags when I was stuck w/o flight and have to drive to Ohio.",FALSE,0,NA,2017-10-08 02:16:47,FALSE,NA,"916849826637205504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChristenVarley",0,FALSE,FALSE,NA,NA
"20","RT @afrosypaella: Attention all passengers‚Äîread my M√©xico City guide for D√≠a de los Muertos at 10,000 feet aboard all @AmericanAir flights‚Ä¶",FALSE,0,NA,2017-10-08 02:15:45,FALSE,NA,"916849566347071488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_raviee",37,TRUE,FALSE,NA,NA
"21","@user47 @twcau @RunwayGirl @SouthwestAir @AmericanAir @JillianMarisa Well @FlyinHP &amp; @SashasHandler took the inflight wedding",FALSE,3,"user47",2017-10-08 02:14:47,FALSE,"916846877055873024","916849323496706048","15906000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","bigmalx",0,FALSE,FALSE,NA,NA
"22","@AmericanAir A LAX2ATL redeye after 11p-12p Sun night or a flight available before 11a Mon am would be greatly appr‚Ä¶ https://t.co/tsmnWMn2IR",FALSE,0,"AmericanAir",2017-10-08 02:13:50,TRUE,"916845985980207105","916849085889511424","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RoParrish",0,FALSE,FALSE,NA,NA
"23","Gran jornada de fotos para la #RevistaNexos de @americanair con el gran @eddiepty.  #NeverNotWorking   Video‚Ä¶ https://t.co/HTArqcQgDd",FALSE,0,NA,2017-10-08 02:11:49,TRUE,NA,"916848575497293824",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","OmarCharcousse",0,FALSE,FALSE,NA,NA
"24","@Randall1921 @AmericanAir I'd take Guacamole over martini any day :-)",FALSE,0,"Randall1921",2017-10-08 02:11:10,FALSE,"916784753465896961","916848414243074049","503979566","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oliwalkerjones",0,FALSE,FALSE,NA,NA
"25","@AmericanAir Success! Thanks!",FALSE,0,"AmericanAir",2017-10-08 02:10:02,FALSE,"916845664428085248","916848129114177537","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilsarg",0,FALSE,FALSE,NA,NA
"26","@rilaws @AmericanAir Thanks to @AmericanAir for great movie selection and for finally letting me off the plane.",FALSE,0,"rilaws",2017-10-08 02:09:36,FALSE,"916847850734194688","916848018774568960","106111147","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilsarg",0,FALSE,FALSE,NA,NA
"27","@lilsarg @AmericanAir Jesus you fly in style!",FALSE,2,"lilsarg",2017-10-08 02:08:56,FALSE,"916847690482192384","916847850734194688","39842866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rilaws",0,FALSE,FALSE,NA,NA
"28","@user47 @AmericanAir Oops. Blackman*. He has 75 years of service!",FALSE,1,"Scottykagarice",2017-10-08 02:08:52,FALSE,"916847087567982592","916847835638792192","35320769","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Scottykagarice",0,FALSE,FALSE,NA,NA
"29","@rilaws @AmericanAir And what a life it was! https://t.co/aNQamd4JTL",FALSE,0,"rilaws",2017-10-08 02:08:18,FALSE,"916847361309270016","916847690482192384","106111147","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilsarg",0,FALSE,FALSE,NA,NA
"30","@lilsarg @AmericanAir On the bright side D will have a great memoir to write about his mom living on a plane",FALSE,2,"lilsarg",2017-10-08 02:06:59,FALSE,"916845418603962369","916847361309270016","39842866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rilaws",0,FALSE,FALSE,NA,NA
"31","@British_Airways @British_Airways I have to say that as a #oneworld Emerald I was at least expecting an answer.‚Ä¶ https://t.co/1m13cqwv7H",FALSE,0,"kaiboenke",2017-10-08 02:06:43,TRUE,"916484688302223360","916847294770753536","255173496","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kaiboenke",0,FALSE,FALSE,NA,NA
"32","@AmericanAir Everything is good now. Thank you, and thanks to all of the AA people I've worked with in the past 24‚Ä¶ https://t.co/JaEscTvSdN",FALSE,0,"AmericanAir",2017-10-08 02:06:12,TRUE,"916726883689140224","916847164319588353","22536055","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sonnyminx",0,FALSE,FALSE,NA,NA
"33","@user47 @AmericanAir My coworkers laughed when i celebrated my my 2 yr anniversary. AA is a very senior company. Just ask Al Blackmon. Ì†ΩÌ∏Å",FALSE,0,"user47",2017-10-08 02:05:54,FALSE,"916775146861551625","916847087567982592","15906000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Scottykagarice",0,FALSE,FALSE,NA,NA
"34","@lilsarg @AmericanAir read ""flight"" as ""fight"" and thought it was legit until i realized you tagged american, not united Ì†ΩÌ∏Ç",FALSE,1,"lilsarg",2017-10-08 02:05:43,FALSE,"916845418603962369","916847043213176832","39842866","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","matadorthe2nd",0,FALSE,FALSE,NA,NA
"35","@twcau @RunwayGirl @SouthwestAir @AmericanAir @JillianMarisa @bigmalx We love Mal and Heidi. We‚Äôll have to find our‚Ä¶ https://t.co/kAfT23E6OO",FALSE,1,"twcau",2017-10-08 02:05:04,TRUE,"916841291035504640","916846877055873024","17439480","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","user47",0,FALSE,FALSE,NA,NA
"36","RT @Brittany_MSgirl: I do not like complaining publicly but today was a big fail ... @AmericanAir you need to get it together!",FALSE,0,NA,2017-10-08 02:03:28,FALSE,NA,"916846475828744193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","opmrj",9,TRUE,FALSE,NA,NA
"37","RT @SweeneyABC: Celebration in the sky! Bette Nash celebrates 60 Years with @AmericanAir and is the most senior flight attendant in the wor‚Ä¶",FALSE,0,NA,2017-10-08 02:03:26,FALSE,NA,"916846466542592001",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","BradleyIFV3USA",63,TRUE,FALSE,NA,NA
"38","@AmericanAir And more importantly, an issue with the bush league nature of this regional terminal business in gener‚Ä¶ https://t.co/mjbLkFt1pE",FALSE,0,"AmericanAir",2017-10-08 02:03:17,TRUE,"916845246625058816","916846427535417344","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","birdgoo",0,FALSE,FALSE,NA,NA
"39","RT @sarhanafer8: Kind of sad that @AmericanAir doesn't recognize the impact a #naturaldisaster could have on its customers. A #platinum fly‚Ä¶",FALSE,0,NA,2017-10-08 02:02:43,FALSE,NA,"916846285151498240",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","blaisefernandes",2,TRUE,FALSE,NA,NA
"40","RT @baker07: 2/2 @AmericanAir and wipe you off the planet so you don't ruin anyone else's days. @SpiritAirlines you just passed American. N‚Ä¶",FALSE,0,NA,2017-10-08 02:01:42,FALSE,NA,"916846030536302592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","baker07",1,TRUE,FALSE,NA,NA
"41","RT @baker07: 1/2 @AmericanAir you are the dumpiest airline. Worse than @SpiritAirlines. Two flights cancelled in 2 days. @Delta should buy‚Ä¶",FALSE,0,NA,2017-10-08 02:01:40,FALSE,NA,"916846023972147200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","baker07",1,TRUE,FALSE,NA,NA
"42","@AmericanAir It's not an issue with shuttle operation. It's an issue with your ""helpful staff"" in getting people on‚Ä¶ https://t.co/YUB44bGJL3",FALSE,0,"AmericanAir",2017-10-08 02:01:20,TRUE,"916845246625058816","916845936420175872","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","birdgoo",0,FALSE,FALSE,NA,NA
"43","@AmericanAir Ha, nice. Thanks",FALSE,0,"AmericanAir",2017-10-08 02:00:51,FALSE,"916845664428085248","916845814898581504","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilsarg",0,FALSE,FALSE,NA,NA
"44","@AmericanAir no flights from LAX 2 ATL after 10p‚Ä¶then none the next day until 11a‚Ä¶i make this trip every weekend‚Ä¶wo‚Ä¶ https://t.co/su9MU0vn1L",FALSE,0,"AmericanAir",2017-10-08 01:59:49,TRUE,"916843196034043905","916845554616987649","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RoParrish",0,FALSE,FALSE,NA,NA
"45","@AmericanAir It's about as low-rent as you can get, while known mega-budget lines leave from proper gates, not caus‚Ä¶ https://t.co/5cyX81dJAT",FALSE,0,"AmericanAir",2017-10-08 01:59:31,TRUE,"916808066422755329","916845480453083136","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","birdgoo",0,FALSE,FALSE,NA,NA
"46","@AirlineReporter @AmericanAir I hope this doesn't catch up on the Asian flagships, specially for long haul. Then ag‚Ä¶ https://t.co/qAsCnkshJa",FALSE,0,"AirlineReporter",2017-10-08 01:58:45,TRUE,"916795131365412869","916845287691378688","40113236","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tropicalcamel",0,FALSE,FALSE,NA,NA
"47","@AmericanAir YOU SHOULD NOT INSIST SOMEONE CHECK THEIR HAND CARRY AND 30M AFTER LANDING STILL NOT HAVE A CAROUSEL",FALSE,0,"AmericanAir",2017-10-08 01:58:04,FALSE,NA,"916845115938816000","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_itsamrit",0,FALSE,FALSE,NA,NA
"48","@AmericanAir For starters, it shouldn't be a surprise to people that they won't be departing from and/or arriving in a proper terminal 5/",FALSE,0,"AmericanAir",2017-10-08 01:57:47,FALSE,"916808066422755329","916845043134078976","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","birdgoo",0,FALSE,FALSE,NA,NA
"49","@AmericanAir As it doesn't seem the airport team is able to do much about this 4/",FALSE,0,"AmericanAir",2017-10-08 01:56:59,FALSE,"916808066422755329","916844843300618241","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","birdgoo",0,FALSE,FALSE,NA,NA
"50","@AmericanAir Further, I eagerly await seeing someone who can address the preposterous situation of having to shuttle people off-site 3/",FALSE,0,"AmericanAir",2017-10-08 01:56:32,FALSE,"916808066422755329","916844728796069888","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","birdgoo",0,FALSE,FALSE,NA,NA
"51","@AmericanAir And the attendant today was unwilling to provide any help when I asked which shuttle line would be departing next 2/",FALSE,0,"AmericanAir",2017-10-08 01:55:21,FALSE,"916808066422755329","916844434544771073","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","birdgoo",0,FALSE,FALSE,NA,NA
"52","@AmericanAir  going up! DFW here I come!",FALSE,0,"AmericanAir",2017-10-08 01:55:21,FALSE,NA,"916844430866440192","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aprille_C",0,FALSE,FALSE,NA,NA
"53","@AmericanAir Recent experience suggests otherwise. Personnel at the shuttle waiting area were unable to assist in Wednesday 1/",FALSE,0,"AmericanAir",2017-10-08 01:54:21,FALSE,"916808066422755329","916844179979825157","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","birdgoo",0,FALSE,FALSE,NA,NA
"54","RT @ManCave_Miami: Thank you (not) @AmericanAir for charging me $200 for 3 cases of water headed to Puerto Rico
#heartless #PuertoRicoRelie‚Ä¶",FALSE,0,NA,2017-10-08 01:53:20,FALSE,NA,"916843924941045760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slimmyz",1,TRUE,FALSE,NA,NA
"55","@PHXSkyHarbor @AmericanAir @SouthwestAir You might find this interesting @dieselducy!",FALSE,0,"PHXSkyHarbor",2017-10-08 01:52:32,FALSE,"916843278170914816","916843724151316480","17510987","<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>","theKPOB",0,FALSE,FALSE,NA,NA
"56","RT @afrosypaella: Attention all passengers‚Äîread my M√©xico City guide for D√≠a de los Muertos at 10,000 feet aboard all @AmericanAir flights‚Ä¶",FALSE,0,NA,2017-10-08 01:52:20,FALSE,NA,"916843672125280257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","searchforbetter",37,TRUE,FALSE,NA,NA
"57","We had another great #WingsforAutism event. See more photos on our Facebook page. @AmericanAir @SouthwestAir‚Ä¶ https://t.co/67JdDXF2A1",FALSE,2,NA,2017-10-08 01:50:46,TRUE,NA,"916843278170914816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PHXSkyHarbor",0,FALSE,FALSE,NA,NA
"58","RT @aussiepomm: The new Sheps Mound offers a great view of planes touching down 16R, here @americanair 73 is slowing down 16R @sydneyairpor‚Ä¶",FALSE,0,NA,2017-10-08 01:50:40,FALSE,NA,"916843254577897473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dds0201",2,TRUE,FALSE,NA,NA
"59","RT @erikolund: Very proud to have the families of our employees see their workplace. What the @AmericanAir team does in Tulsa is AAmazing!‚Ä¶",FALSE,0,NA,2017-10-08 01:50:32,FALSE,NA,"916843218389684224",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EconomyBeyond",1,TRUE,FALSE,NA,NA
"60","RT @jumbo747pilot: On departure from @DFWAirport last night, I saw this @BoeingAirplanes 737 in #TWA colours with @AmericanAir logos as wel‚Ä¶",FALSE,0,NA,2017-10-08 01:48:44,FALSE,NA,"916842766209912833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dds0201",6,TRUE,FALSE,NA,NA
"61","RT @taytaytx85: Stranded in DFW with literally nothing Ì†ΩÌ∏° I will never fly @AmericanAir again! Worst flight experience ever.",FALSE,0,NA,2017-10-08 01:47:22,FALSE,NA,"916842422264459264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bitsandtrinkets",1,TRUE,FALSE,NA,NA
"62","RT @AirlineReporter: Turnout at @AmericanAir‚Äôs #fAAmilyDay should be in the 1000s. Fun 2 see the MRO folks show their families what bits of‚Ä¶",FALSE,0,NA,2017-10-08 01:47:17,FALSE,NA,"916842404186951680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dds0201",4,TRUE,FALSE,NA,NA
"63","Stranded in DFW with literally nothing Ì†ΩÌ∏° I will never fly @AmericanAir again! Worst flight experience ever.",FALSE,0,NA,2017-10-08 01:46:56,FALSE,NA,"916842313602748416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taytaytx85",1,FALSE,FALSE,NA,NA
"64","Thanks to @SouthwestAir @AmericanAir @PHXSkyHarbor @TheArcAZ #Wings4Autism was amazing! Great @NAU_OTD volunteers a‚Ä¶ https://t.co/0o6sQBy8OM",FALSE,2,NA,2017-10-08 01:44:27,TRUE,NA,"916841689691463680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","williamsonhj",0,FALSE,FALSE,NA,NA
"65","@AmericanAir Just sent you the info.",FALSE,0,"AmericanAir",2017-10-08 01:42:53,FALSE,"916838152366706688","916841295104102400","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sherry_keeler",0,FALSE,FALSE,NA,NA
"66","@user47 @RunwayGirl @SouthwestAir @AmericanAir @JillianMarisa Come back to us when you get married inside 747-121 M‚Ä¶ https://t.co/pkPkM9p6u9",FALSE,2,"user47",2017-10-08 01:42:52,TRUE,"916697249421430784","916841291035504640","15906000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","twcau",0,FALSE,FALSE,NA,NA
"67","RT @jumbo747pilot: On departure from @DFWAirport last night, I saw this @BoeingAirplanes 737 in #TWA colours with @AmericanAir logos as wel‚Ä¶",FALSE,0,NA,2017-10-08 01:42:05,FALSE,NA,"916841091781054464",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","edelweiss330",6,TRUE,FALSE,NA,NA
"68","RT @AmericanAir: @BDAMilkman We're always happy to take you home to beautiful Bermuda! Have a fantastic evening.",FALSE,0,NA,2017-10-08 01:41:57,FALSE,NA,"916841058671185920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BDAMilkman",1,TRUE,FALSE,NA,NA
"69","@itsnicole11699x @nathalieeparis @AmericanAir Ì†ΩÌ∏´Ì†ΩÌ∏´Ì†ΩÌ∏´Ì†ΩÌ∏´Ì†ΩÌ∏©Ì†ΩÌ∏©Ì†ΩÌ∏©Ì†ΩÌ∏©Ì†ΩÌ∏©Ì†ΩÌ∏´",FALSE,0,"itsnicole11699x",2017-10-08 01:41:23,FALSE,"807340745136934912","916840916333326336","3316754366","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pelaez_adamis",0,FALSE,FALSE,NA,NA
"70","@RoParrish @AmericanAir Ì†ΩÌ±Ä",FALSE,0,"RoParrish",2017-10-08 01:40:26,FALSE,"916840535238807552","916840678591729664","29534157","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","boratlundy",0,FALSE,FALSE,NA,NA
"71",".@AmericanAir extremely disappointed that there aren't any red eye flights from LAX 2 ATL on Sunday's later than 10pm‚Ä¶ 
- Platinum Customer",FALSE,0,NA,2017-10-08 01:39:52,FALSE,NA,"916840535238807552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RoParrish",0,FALSE,FALSE,NA,NA
"72","@AmericanAir Entonces el call center no esta funcionando ? Me hacen esperar 1 hora ? Exijo soluci√≥n ahora",FALSE,0,"AmericanAir",2017-10-08 01:39:27,FALSE,"916838601769529344","916840429361999872","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josecarrascov",0,FALSE,FALSE,NA,NA
"73","@AmericanAir Thank you",FALSE,0,"AmericanAir",2017-10-08 01:37:54,FALSE,"916838152366706688","916840043045621760","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sherry_keeler",0,FALSE,FALSE,NA,NA
"74","@AmericanAir Can we please get an update on our flight 1234 Dallas ---&gt; MKE. No one seems to know anything Ì†ΩÌ∏í",FALSE,0,"AmericanAir",2017-10-08 01:37:13,FALSE,NA,"916839870420701184","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Steffi5461",0,FALSE,FALSE,NA,NA
"75","RT @MikeFlynn826: Great job by two @AmericanAir attendants on AA flt 5582 tonight. Saved me fr 4hr delay flt 5204! They don‚Äôt suffer from c‚Ä¶",FALSE,0,NA,2017-10-08 01:36:45,FALSE,NA,"916839749633167360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","clawlor",1,TRUE,FALSE,NA,NA
"76","@AmericanAir @AmericanAir now the whole plane has missed their connecting flights and have had no help at all.",FALSE,0,"CyprianRod",2017-10-08 01:36:13,FALSE,"916839419893739522","916839617378340864","373440947","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CyprianRod",0,FALSE,FALSE,NA,NA
"77","@AmericanAir the flight experience was so bad that the pilot told us to complain flight AA 2703 the whole plane was held up for over 1.5 hrs",FALSE,0,"AmericanAir",2017-10-08 01:35:26,FALSE,NA,"916839419893739522","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CyprianRod",0,FALSE,FALSE,NA,NA
"78","@AmericanAir thanks once again for giving away my paid upgraded first class seat #switchingtodelta",FALSE,0,"AmericanAir",2017-10-08 01:35:09,FALSE,NA,"916839348695437312","22536055","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","alisonlee100",0,FALSE,FALSE,NA,NA
"79","This right here is validating the trust with employees at @AmericanAir. I'm pretty sure this is better than‚Ä¶ https://t.co/DMdowL3LGT",FALSE,3,NA,2017-10-08 01:34:18,TRUE,NA,"916839133284356097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laligirl00",0,FALSE,FALSE,NA,NA
"80","RT @AmericanAir: Happy Pride Funky Town! It‚Äôs time to celebrate! 

#FortWorthPride https://t.co/BXe42YjWiP",FALSE,0,NA,2017-10-08 01:33:00,FALSE,NA,"916838807097536514",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mblackwell9",62,TRUE,FALSE,NA,NA
